Close,High,Low,Open,Volume,Date
AAPL,AAPL,AAPL,AAPL,AAPL,
24.320430755615234,24.789799848077692,23.87997951870223,24.7786766820896,212818400,2015-01-02
23.63528823852539,24.16916802993291,23.44843124496915,24.08908597636393,257142000,2015-01-05
23.63751220703125,23.89777802149258,23.274918008457785,23.699797868903328,263188400,2015-01-06
23.968961715698242,24.069063429151587,23.735388788097783,23.846613668449052,160423600,2015-01-07
24.88990592956543,24.947743347990343,24.18029058311087,24.29819039298089,237458000,2015-01-08
24.916595458984375,25.192432657022927,24.516185254447116,25.0634114025435,214798000,2015-01-09
24.302637100219727,25.054516703419324,24.202535383704063,25.04784348193922,198603200,2015-01-12
24.51840591430664,25.092326540806972,24.226997353858184,24.78756984445063,268367600,2015-01-13
24.424978256225586,24.57846739841031,24.135792961237534,24.255916005440728,195826400,2015-01-14
23.762081146240234,24.482817828251918,23.726490070380766,24.46947138694922,240056000,2015-01-15
23.577451705932617,23.931147738638376,23.40171617608169,23.80879968078104,314053200,2015-01-16
24.18474006652832,24.240352510869247,23.690901289235732,23.988983176267695,199599600,2015-01-20
24.36937141418457,24.705269323316333,24.084634301295583,24.235900203047848,194303600,2015-01-21
25.00335121154785,25.018922625521437,24.407185838169834,24.52730890189042,215185600,2015-01-22
25.132375717163086,25.303661293012837,24.80982253293594,24.981109805942747,185859200,2015-01-23
25.15906524658203,25.439352394096968,25.09233134289731,25.30143294436429,222460000,2015-01-26
24.278165817260742,25.021148872066853,24.25369620874828,25.007800732869285,382274800,2015-01-27
25.650676727294922,26.27576159595501,25.650676727294922,26.166760010959198,585908400,2015-01-28
26.44927406311035,26.51378469048546,25.706291059166713,25.87535333445469,337745600,2015-01-29
26.062217712402344,26.693974289279854,25.993257124754823,26.338054971520894,334982000,2015-01-30
26.38921546936035,26.50933854820576,25.82196957705137,26.260195893258587,250956400,2015-02-02
26.393661499023438,26.491538228734484,26.162313570071944,26.360293699213326,207662800,2015-02-03
26.59609603881836,26.80742435514557,26.318033804564546,26.360299807261427,280598800,2015-02-04
26.785919189453125,26.850684413148844,26.631822563975213,26.803784106725747,168984800,2015-02-05
26.56035804748535,26.8551504836002,26.453160023509593,26.80378437331176,174826400,2015-02-06
26.73679542541504,26.763593661863236,26.448702456609688,26.475502396913203,155559200,2015-02-09
27.25044059753418,27.279474284093233,26.835052713303483,26.837284763150453,248034000,2015-02-10
27.889156341552734,27.89808965202265,27.357637147503237,27.417934863356745,294247200,2015-02-11
28.242019653320312,28.469814852734082,28.04325814425922,28.15268823597874,297898000,2015-02-12
28.380483627319336,28.42514848436464,28.061124958265673,28.42514848436464,217088800,2015-02-13
28.5479793548584,28.782474113637615,28.344750336735732,28.47204705336743,252609600,2015-02-17
28.74673843383789,28.760137549027505,28.4631113340549,28.503310383478674,179566800,2015-02-18
28.686433792114258,28.81596422824622,28.65963556660738,28.693133348490974,149449600,2015-02-19
28.920936584472656,28.920936584472656,28.597112107346856,28.72440712184836,195793600,2015-02-20
29.702590942382812,29.702590942382812,28.956677070402197,29.037075197231374,283896400,2015-02-23
29.517223358154297,29.836583759103156,29.293895645609243,29.689186650972914,276912400,2015-02-24
28.762367248535156,29.38992082288073,28.619437685343005,29.38098580834458,298846800,2015-02-25
29.12639808654785,29.22689486952783,28.27552009882832,28.762372846811893,365150000,2015-02-26
28.688678741455078,29.15990033954733,28.639546373296806,29.032601910852616,248059200,2015-02-27
28.829364776611328,29.09512521848601,28.65293743705681,28.865098017539392,192386800,2015-03-02
28.88966941833496,28.925402665724054,28.60604230471284,28.80033970757226,151265200,2015-03-03
28.706541061401367,28.93433626958241,28.65741210249003,28.831607435890163,126665200,2015-03-04
28.230854034423828,28.753440009760507,28.08569069554529,28.715474711488366,226068400,2015-03-05
28.273283004760742,28.89189990804343,28.19735241394222,28.675271793047767,291368400,2015-03-06
28.393878936767578,28.9365669298524,27.929356988814586,28.577007552268586,354114000,2015-03-09
27.806533813476562,28.411751706689916,27.64797134290231,28.23085680575475,275426400,2015-03-10
27.299571990966797,27.864590683861785,27.2705400092887,27.860124880470842,275756000,2015-03-11
27.793127059936523,27.89362553089279,27.163343116592372,27.315205996029857,193450800,2015-03-12
27.601064682006836,28.005288905234814,27.375504972178575,27.781961245231113,207309200,2015-03-13
27.904788970947266,27.904788970947266,27.440268757456078,27.665828455442682,143497200,2015-03-16
28.371549606323242,28.434081086166454,28.061124257205115,28.11695617904442,204092400,2015-03-17
28.69091033935547,28.84500699999388,28.22192250280766,28.362618342615455,261083600,2015-03-18
28.474275588989258,28.865098979426364,28.451943164592375,28.75343515358719,183238000,2015-03-19
28.116954803466797,28.675272290689996,27.95169279998705,28.64177450230927,274780400,2015-03-20
28.409517288208008,28.55244688380203,28.255420625767034,28.389418612509715,150838800,2015-03-23
28.29338264465332,28.59487295012784,28.264348957509863,28.413979789156055,131369200,2015-03-24
27.55416488647461,28.322412548903188,27.55416488647461,28.259881079422676,206620800,2015-03-25
27.746232986450195,27.889162578221786,27.37997569455361,27.415708944424075,190291600,2015-03-26
27.52513885498047,27.84896333643819,27.449208255299947,27.819931349005362,158184800,2015-03-27
28.221921920776367,28.228621479125927,27.692634661044366,27.703801727530387,188398800,2015-03-30
27.78866195678711,28.248716410272372,27.773029088091636,28.159385001788998,168362400,2015-03-31
27.74846649169922,27.942762202453487,27.49163929808752,27.87576321147474,162485600,2015-04-01
27.9874210357666,28.04101919469861,27.735061404600927,27.92265581279033,128880400,2015-04-02
28.440780639648438,28.47651388747033,27.766331773633098,27.797597513549732,148776000,2015-04-06
28.14151954650879,28.612739352158854,28.134819989174908,28.50554302710699,140049200,2015-04-07
28.049955368041992,28.228618187856657,27.90925954754002,28.10578728625221,149316800,2015-04-08
28.264354705810547,28.268822214212687,27.84003341578961,28.105792234639157,129936000,2015-04-09
28.38494300842285,28.40950918539536,27.97402096425488,28.128115878890522,160752000,2015-04-10
28.329116821289062,28.713242420297313,28.27551865336339,28.66857415662502,145460400,2015-04-13
28.206289291381836,28.42738323808499,28.119191624381955,28.362618000393127,102098400,2015-04-14
28.3134822845459,28.391646629805887,28.141520724973926,28.2308521354946,115881600,2015-04-15
28.1772518157959,28.384946617793247,28.163852700781522,28.201817995892192,113476000,2015-04-16
27.86013412475586,28.17055953099982,27.79536887904128,28.038796989061964,207828000,2015-04-17
28.49660873413086,28.612738366244688,27.9539224586725,28.04325386237419,188217200,2015-04-20
28.34251594543457,28.630607145708005,28.288916076860733,28.608276422917974,129740400,2015-04-21
28.724401473999023,28.78023338692949,28.210748897351596,28.3603780150801,150618000,2015-04-22
28.95889663696289,29.126392378340356,28.617205597169626,28.65293883984712,183083600,2015-04-23
29.09513282775879,29.173298886768084,28.86063805844121,29.142033144706428,178103600,2015-04-24
29.624414443969727,29.731614180501488,29.289422934655136,29.548483853042118,387816800,2015-04-27
29.15765953063965,30.046502687249728,28.936567322211797,30.02863947275252,475696000,2015-04-28
28.728872299194336,29.387688266320986,28.65294170668969,29.0683313231756,253544400,2015-04-29
27.949460983276367,28.72887415096198,27.822164267042012,28.72887415096198,332781600,2015-04-30
28.798105239868164,29.061633688785268,27.982960526076326,28.161621657599095,234050400,2015-05-01
28.742271423339844,29.15989649766207,28.644006699969907,28.920934246947915,203953200,2015-05-04
28.094619750976562,28.686436675126448,28.09015224370668,28.61943769691656,197085600,2015-05-05
27.918193817138672,28.306783504139773,27.549702803532718,28.26435069961003,288564000,2015-05-06
28.09087562561035,28.27476919935701,27.812791325039594,27.980986729477593,175763600,2015-05-07
28.620132446289062,28.620132446289062,28.281498531518576,28.40932697854194,222201600,2015-05-08
28.328594207763672,28.606676826399557,28.17385387201172,28.56855294137938,168143200,2015-05-11
28.227678298950195,28.454180240640554,27.99220401825435,28.16712698746962,192640000,2015-05-12
28.259065628051758,28.523693082220305,28.22766929543615,28.290461960667365,138776800,2015-05-13
28.918397903442383,28.918397903442383,28.516973015362268,28.57303815415217,180814000,2015-05-14
28.87803077697754,29.03949863999735,28.75244542172753,28.945309623559844,152832000,2015-05-15
29.196475982666016,29.31533377773786,28.786078843817585,28.79056501210627,203531600,2015-05-18
29.169567108154297,29.351217579534275,29.073133306369215,29.30860753376486,178532800,2015-05-19
29.167322158813477,29.37364142286742,29.005854313563628,29.15386707536664,145819600,2015-05-20
29.46558952331543,29.519413279900895,29.115743660369798,29.169567416955264,158921600,2015-05-21
29.723495483398438,29.819929311287904,29.46783856152022,29.512693414647334,182384000,2015-05-22
29.068649291992188,29.806468364377803,28.95651902510816,29.736948146420776,282790400,2015-05-26
29.61136245727539,29.660700053598696,29.165086138638944,29.23012019454992,183332800,2015-05-27
29.553049087524414,29.591172962757135,29.400553586593528,29.570990338565178,122933200,2015-05-28
29.216665267944336,29.47904971057925,29.131445160749482,29.42971211398692,203538000,2015-05-29
29.27496910095215,29.465591926874144,29.16508362746622,29.216662593019702,128451200,2015-06-01
29.14490509033203,29.30188680444473,29.001378462865464,29.12247766462534,134670400,2015-06-02
29.1807804107666,29.364675696358162,29.13144281814176,29.301883018825503,123934000,2015-06-03
29.010339736938477,29.283937833143533,28.90942319173519,29.05967732293898,153800400,2015-06-04
28.85110855102539,29.084341359786176,28.786074519356344,29.041731322304305,142507200,2015-06-05
28.660507202148438,28.976715489691085,28.44297413244424,28.907191824799153,210699200,2015-06-08
28.575279235839844,28.723292021999566,28.171611267260324,28.41381136401914,224301600,2015-06-09
28.902700424194336,29.005858359639028,28.671710623313455,28.687408793181845,156349200,2015-06-10
28.837663650512695,29.19423710804009,28.812994852837843,28.96997655533942,141563600,2015-06-11
28.51921272277832,28.77935577283128,28.505757637765978,28.74795943382105,147544800,2015-06-12
28.463151931762695,28.534915247735768,28.19179683977164,28.27925832764593,175955600,2015-06-15
28.615638732910156,28.671703856489906,28.339799283041987,28.487810319587197,125976400,2015-06-16
28.548370361328125,28.67844018756124,28.422783282555987,28.642559387177993,131672400,2015-06-17
28.678434371948242,28.77486646294574,28.530423320052066,28.5326664043,141628800,2015-06-18
28.39138412475586,28.6649822583035,28.346532700982078,28.640313461936277,218867600,2015-06-19
28.61788558959961,28.718802140958196,28.49902778569709,28.590973710783715,136157200,2015-06-22
28.487815856933594,28.61788737955462,28.45417643405269,28.588734125576302,121075600,2015-06-23
28.730018615722656,29.10901948506068,28.508001154789742,28.52818378261447,221123600,2015-06-24
28.593217849731445,28.9744600700057,28.593217849731445,28.89821231033968,127752400,2015-06-25
28.42502212524414,28.703104702860742,28.37120007721526,28.631341401831552,176267200,2015-06-26
27.927165985107422,28.36223199911009,27.915953984203853,28.135728364802574,196645600,2015-06-29
28.128999710083008,28.283740030796153,28.00117127022454,28.160396048927392,177482800,2015-06-30
28.39138412475586,28.467633598337862,28.25458505798204,28.458662971388677,120955200,2015-07-01
28.355506896972656,28.411572039232745,28.205251015376632,28.353263812209992,108844000,2015-07-02
28.2568302154541,28.30841089645297,27.998930232404312,28.01911457226379,112241600,2015-07-06
28.187307357788086,28.290466999179422,27.75672582771158,28.232158780663585,187787200,2015-07-07
27.48760986328125,27.951829037386723,27.48088232192741,27.91594824650895,243046400,2015-07-08
26.92696189880371,27.821760938756253,26.73634078957682,27.77466643254528,314380000,2015-07-09
27.646831512451172,27.77465991674217,27.18261239045,27.346323292563152,245418000,2015-07-10
28.180580139160156,28.203005850855508,27.880070127331642,28.0392949046324,165762000,2015-07-13
28.16936492919922,28.33980340876629,28.041536497266925,28.265797024233898,127072400,2015-07-14
28.44072151184082,28.51472790040736,28.162638922315423,28.194035260924476,134596800,2015-07-15
28.819719314575195,28.833177820731756,28.559577990959436,28.647039460284496,144889600,2015-07-16
29.068649291992188,29.068649291992188,28.774868540267114,28.94755010941288,184658800,2015-07-17
29.618091583251953,29.81992470335623,29.310852312142753,29.371403616951767,235600800,2015-07-20
29.322071075439453,29.808716127396533,29.225640667782276,29.79301966607916,307025600,2015-07-21
28.08190155029297,28.144694219816735,27.357539344636574,27.357539344636574,461802400,2015-07-22
28.068445205688477,28.501266331307747,28.046017786747672,28.30167462173187,203998000,2015-07-23
27.920442581176758,28.198525225001326,27.785886573582445,28.104336190782558,168649200,2015-07-24
